carving_id,stone,source,hc_recurve,hc_ring,hc_axe_note,area_px,perim_px,width_px,height_px,area_rel,perim_cm,width_cm,height_cm,circularity,aspect_ratio,roundness,solidity,lda_p_mushroom,rf_p_mushroom,mahal_dist_to_axe_centroid,mahal_dist_to_mushroom_centroid,nearest_centroid
F720.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,75314.0,1492.61436,439.0,400.0,,,,,0.42480571,1.14581628,0.87274026,0.67637484,0.9999999923640276,0.99,12.5828042467648,1.8687681183099754,mushroom
F721-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,84861.0,1334.42049,416.0,400.0,,,,,0.59887007,1.06482472,0.9391217,0.84451831,0.9999998807653072,0.93,12.670999033364588,2.8807460425270968,mushroom
F722.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61249.0,1220.64885,284.0,400.0,,,,,0.51656786,1.84723889,0.5413485,0.81266585,0.07319854011015874,0.44666666666666666,2.877881116464316,1.367976750256741,mushroom
F723-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,42854.0,1413.61941,363.0,400.0,,,,,0.26948601,1.70157038,0.58769241,0.52490461,0.9998780185426638,0.9933333333333333,7.573195959209839,1.6838156597039682,mushroom
F725.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78595.0,1436.89863,410.0,399.0,,,,,0.47835743,1.41565572,0.70638643,0.76302492,0.9994780184066728,0.9633333333333334,7.394751578813467,0.7595289154746634,mushroom
RiCruin1.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62584.0,1277.56053,341.0,400.0,,,,,0.48184816,1.75470519,0.5698963,0.76897747,0.5518653762282667,0.58,3.9647938008021435,1.111900267882224,mushroom
RiCruin2.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62902.0,1247.40115,335.0,400.0,,,,,0.50799804,1.65693313,0.60352466,0.79595581,0.7274768778555161,0.8266666666666667,4.43466902645239,1.1523430603192042,mushroom
RiCruin3.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,54806.0,1244.02143,308.0,400.0,,,,,0.44502279,2.05246357,0.48721937,0.73015281,0.07076225755638903,0.29333333333333333,2.7196483450030877,1.120319273057567,mushroom
RiCruin4.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,70725.0,1262.3057,324.0,400.0,,,,,0.55776818,1.76766749,0.56571725,0.83778037,0.05598839198542563,0.22,3.00294867657357,1.5915354529541215,mushroom
RiCruin5.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78092.0,1365.60216,390.0,400.0,,,,,0.52622081,1.51548069,0.65985664,0.80357271,0.9637834753962328,0.9733333333333334,5.632953402862045,1.1141643793593494,mushroom
RiCruin6.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60476.0,1300.43059,358.0,400.0,,,,,0.449385,1.58357245,0.63148358,0.72058718,0.9903125957424566,0.89,5.861007159592196,0.7966281584507653,mushroom
